Country Name,Country Code,Indicator Name,Indicator Code,Year,Value
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,2015,3.4671E+11
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,2015,21251216799
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,2015,19963120600
Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,2016,2983635196
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2016,18116572399
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2016,52761617226
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2016,11861199831
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2016,2896611879
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2016,3.69255E+11
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2016,5.57532E+11
Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,2016,10546136236
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,2016,671000000
Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,2016,1489692593
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2016,1.20758E+12
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,2016,3.95837E+11
Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,2016,37866996883
Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,2016,2644487777
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,2016,4.76063E+11
Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,2016,11821065852
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,2016,12833363045
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,2016,2.65236E+11
Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,2016,53964253212
Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,2016,32234973404
"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,2016,11750800000
Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,2016,17116926328
Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,2016,47723545321
Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,2016,2240593543
Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,2016,6899911000
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,2016,33941126194
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,2016,1.79569E+12
Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,2016,4843300000
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,2016,11400466356
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,2016,2158971711
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,2016,15082636723
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,2016,1825018145
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,2016,1.52799E+12
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,2016,6.87895E+11
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,2016,2.49345E+11
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,2016,1.12333E+13
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,2016,48407761032
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,2016,33814337044
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,2016,37134801555
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,2016,10931247265
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,2016,2.8272E+11
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,2016,1012835493
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,2016,1849789986
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,2016,58847019610
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,2016,91370407864
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,2016,3024690188
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,2016,4909322237
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,2016,20952955488
Czechia,CZE,GDP (current US$),NY.GDP.MKTP.CD,2016,1.96272E+11
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,2016,3.46985E+12
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,2016,2604955229
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,2016,576229629.6
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,2016,3.13116E+11
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,2016,75704647878
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2016,1.60034E+11
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,2016,99937696000
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,2016,3.32442E+11
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,2016,1.23355E+12
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,2016,24072829277
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,2016,74296745208
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,2016,2.40771E+11
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,2016,4930213634
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,2016,2.47296E+12
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,2016,2813278869
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,2016,332265200
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,2016,14023890265
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,2016,2.68911E+12
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,2016,15141598623
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,2016,56164928691
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,2016,8595955600
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,2016,1484578886
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,2016,1179004911
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,2016,11240808847
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,2016,1.93148E+11
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,2016,1061640741
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,2016,2707139544
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,2016,66053403469
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,2016,5901000000
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,2016,4482697337
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,2016,3.2086E+11
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,2016,21717604952
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,2016,52512987756
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,2016,14069277533
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,2016,1.2861E+11
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,2016,9.31877E+11
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,2016,6846373277
India,IND,GDP (current US$),NY.GDP.MKTP.CD,2016,2.2948E+12
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,2016,2.98559E+11
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,2016,4.57955E+11
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,2016,1.66602E+11
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,2016,20793168031
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,2016,3.22103E+11
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,2016,1.87707E+12
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,2016,14077096714
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,2016,39892551127
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,2016,5.00368E+12
Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,2016,1.37278E+11
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2016,74815144164
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,2016,6813095379
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,2016,20016747858
Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,2016,178507954.9
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,2016,1007348148
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,2016,1.49968E+12
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,2016,1.09406E+11
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,2016,15912495369
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,2016,51147308774
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,2016,3398419600
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,2016,49912085228
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,2016,1865459259
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,2016,6237302034
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,2016,88012282206
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,2016,2131522791
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,2016,43047309306
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,2016,62216885436
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,2016,28083597512
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,2016,45070808689
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,2016,1.11573E+11
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,2016,6465645585
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,2016,7982450758
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,2016,11848613858
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,2016,4409942623
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,2016,1.11223E+12
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,2016,200716000
North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,2016,10672467073
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,2016,14026048336
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,2016,11668015566
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,2016,63216143490
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,2016,4376930578
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,2016,11181350649
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,2016,1230000000
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,2016,12069051237
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,2016,6398747592
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,2016,12594155464
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,2016,7909868618
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,2016,3.01256E+11
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,2016,10722018732
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,2016,8724568955
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,2016,10398861982
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,2016,4.04649E+11
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,2016,13286101285
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,2016,7.8406E+11
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,2016,3.70957E+11
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,2016,24524109484
Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,2016,97541943.04
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,2016,1.88838E+11
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,2016,75128738622
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,2016,3.1363E+11
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,2016,57907700000
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,2016,1.91898E+11
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,2016,3.18627E+11
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,2016,298300000
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,2016,20758876953
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,2016,4.70025E+11
Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,2016,1.04337E+11
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,2016,2.06426E+11
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,2016,36089700223
West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,2016,15405400000
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,2016,5497036477
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,2016,1.51732E+11
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,2016,1.85288E+11
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,2016,1.27679E+12
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,2016,8696069807
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,2016,6.66E+11
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,2016,1.02944E+11
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,2016,19040312333
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,2016,3.1903E+11
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,2016,1379490304
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,2016,3862721266
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,2016,24191430000
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,2016,1468342431
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,2016,7390796617
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,2016,40692661657
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,2016,292267272.2
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,2016,3317421648
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,2016,89952699525
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,2016,44766722791
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,2016,5.15655E+11
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,2016,3816019193
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,2016,1427017202
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,2016,1458954073
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,2016,12598742889
Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,2016,1032452000
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,2016,10097778098
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,2016,6071167584
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2016,4.13366E+11
Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,2016,6992416097
Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,2016,36169428571
Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,2016,1652603700
Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,2016,420548712.4
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,2016,23713671528
Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,2016,44360072680
Turkiye,TUR,GDP (current US$),NY.GDP.MKTP.CD,2016,8.69683E+11
Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,2016,41629064.22
Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,2016,49774409374
Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,2016,29203988696
Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,2016,93355869404
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,2016,57480788380
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,2016,1.86951E+13
Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,2016,86138288633
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,2016,814303703.7
Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,2016,3798000000
Viet Nam,VNM,GDP (current US$),NY.GDP.MKTP.CD,2016,2.57096E+11
Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,2016,780889605.9
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,2016,843924796.7
Kosovo,XKX,GDP (current US$),NY.GDP.MKTP.CD,2016,6682677290
"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,2016,31317824906
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,2016,3.23586E+11
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,2016,20958412538
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,2016,20548678100
Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,2017,3092429050
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2017,18753456507
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2017,73690155047
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2017,13019726212
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2017,3000160415
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2017,3.90517E+11
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2017,6.43628E+11
Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,2017,11527458709
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,2017,612000000
Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,2017,1531151852
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2017,1.32688E+12
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,2017,4.17261E+11
Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,2017,40866627352
Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,2017,2723586963
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,2017,5.02765E+11
Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,2017,12701655846
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,2017,14106955615
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,2017,2.93755E+11
Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,2017,59309748166
Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,2017,35473776596
"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,2017,12253500000
Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,2017,18326373366
Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,2017,54725302250
Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,2017,2266664817
Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,2017,7142316000
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,2017,37508642171
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,2017,2.06351E+12
Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,2017,4992300000
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,2017,12128183904
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,2017,2591358114
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,2017,16105156376
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,2017,2072349973
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,2017,1.64927E+12
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,2017,6.95201E+11
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,2017,2.76154E+11
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,2017,1.23105E+13
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,2017,52512344034
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,2017,36098547033
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,2017,38019264795
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,2017,11834406801
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,2017,3.11867E+11
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,2017,1077439756
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,2017,1996741540
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,2017,60516044657
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,2017,96850649692
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,2017,3033433248
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,2017,5166281305
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,2017,22870678689
Czechia,CZE,GDP (current US$),NY.GDP.MKTP.CD,2017,2.18629E+11
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,2017,3.69085E+12
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,2017,2762581334
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,2017,521551851.9
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,2017,3.32121E+11
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,2017,79998046306
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2017,1.70097E+11
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,2017,1.04296E+11
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,2017,2.48363E+11
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,2017,1.31325E+12
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,2017,26924385103
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,2017,81770886826
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,2017,2.55648E+11
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,2017,5353469171
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,2017,2.59515E+12
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,2017,2980057378
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,2017,366666800
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,2017,14929487485
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,2017,2.68015E+12
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,2017,16242645072
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,2017,60405920072
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,2017,10324668271
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,2017,1504909463
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,2017,1350177012
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,2017,12200913888
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,2017,1.99844E+11
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,2017,1125685185
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,2017,2851613679
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,2017,71653754066
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,2017,6013000000
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,2017,4748174334
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,2017,3.41273E+11
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,2017,23136247991
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,2017,56061675144
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,2017,15093357143
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,2017,1.43112E+11
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,2017,1.01562E+12
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,2017,6979791187
India,IND,GDP (current US$),NY.GDP.MKTP.CD,2017,2.65147E+12
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,2017,3.37242E+11
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,2017,4.8663E+11
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,2017,1.87218E+11
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,2017,24728285177
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,2017,3.58245E+11
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,2017,1.9618E+12
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,2017,14808985171
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,2017,41608435915
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,2017,4.93084E+12
Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,2017,1.66806E+11
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2017,82036510877
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,2017,7702938379
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,2017,22177200588
Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,2017,188540710.2
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,2017,1058366667
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,2017,1.62307E+12
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,2017,1.20688E+11
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,2017,17071162084
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,2017,53027680686
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,2017,3390703400
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,2017,67157451661
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,2017,1996711111
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,2017,6474308718
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,2017,94376237797
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,2017,2306185472
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,2017,47758736932
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,2017,65712180343
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,2017,30483806018
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,2017,50383871121
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,2017,1.18541E+11
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,2017,6431271365
